cell,regime,concentration,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,feasible,solver_status,fallback_used,queue_order_completion_mean,queue_order_tasks_per_run,locally_optimized_completion_mean,locally_optimized_tasks_per_run,qo_completion_min,qo_completion_p5,lo_completion_min,lo_completion_p5,frac_zero_qo,frac_zero_lo,frac_worse_than_equal_qo,frac_worse_than_equal_lo,mean_change_vs_equal_qo,worst_change_vs_equal_qo,capacity_utilization,allocation_consumption,unused_installed_total,alloc_distance_from_equal_mean,mandatory_failures_total,capacity_by_resource,mandatory_demand_by_resource,realized_contention_by_resource,capacity_violation,bound_violation,alloc_latency_ms
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,2856752744,joint_leontief,LEONTIEF,067d9d3922cf42b1,dfc78bbef9465df5,True,optimal,False,0.7708333333333334,37.0,0.7708333333333334,37.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.9576190476190476,0.964046021093001,75,0.05980971134573132,11,"{""COMPUTE"": 875, ""MEMORY"": 696, ""DATASET"": 105, ""API_CREDITS"": 424}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.3005714285714285, ""MEMORY"": 1.3002873563218391, ""DATASET"": 1.2952380952380953, ""API_CREDITS"": 1.2995283018867925}",0,0,639
dirichlet_0.03__high,dirichlet_0.03,0.03,high,2856752744,equal,none,067d9d3922cf42b1,49b5a44b98f37876,True,equal,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8796102992345164,0.8796102992345164,173,0.0,23,"{""COMPUTE"": 599, ""MEMORY"": 476, ""DATASET"": 72, ""API_CREDITS"": 290}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.8998330550918197, ""MEMORY"": 1.9012605042016806, ""DATASET"": 1.8888888888888888, ""API_CREDITS"": 1.9}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,2856752744,drf,none,067d9d3922cf42b1,49b5a44b98f37876,True,drf,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.125,0.125,0.125,0.125,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.125,0.8350730688935282,0.8670520231213873,184,0.22677983395592616,23,"{""COMPUTE"": 599, ""MEMORY"": 476, ""DATASET"": 72, ""API_CREDITS"": 290}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.8998330550918197, ""MEMORY"": 1.9012605042016806, ""DATASET"": 1.8888888888888888, ""API_CREDITS"": 1.9}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,2856752744,decomposed_cobb_douglas,COBB_DOUGLAS,067d9d3922cf42b1,49b5a44b98f37876,True,decomposed_cobb_douglas,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.9004871259568545,0.9004871259568545,143,0.04141317147713519,23,"{""COMPUTE"": 599, ""MEMORY"": 476, ""DATASET"": 72, ""API_CREDITS"": 290}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.8998330550918197, ""MEMORY"": 1.9012605042016806, ""DATASET"": 1.8888888888888888, ""API_CREDITS"": 1.9}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,2856752744,joint_linear,LINEAR,067d9d3922cf42b1,49b5a44b98f37876,True,optimal,False,0.041666666666666664,2.0,0.041666666666666664,2.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,1.0,1.0,-0.4791666666666667,-0.75,0.033402922755741124,0.033402922755741124,1389,0.9139411658401109,46,"{""COMPUTE"": 599, ""MEMORY"": 476, ""DATASET"": 72, ""API_CREDITS"": 290}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.8998330550918197, ""MEMORY"": 1.9012605042016806, ""DATASET"": 1.8888888888888888, ""API_CREDITS"": 1.9}",0,0,608
dirichlet_0.03__high,dirichlet_0.03,0.03,high,2856752744,joint_cobb_douglas,COBB_DOUGLAS,067d9d3922cf42b1,49b5a44b98f37876,True,optimal,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.9004871259568545,0.9004871259568545,143,0.04141317147713519,23,"{""COMPUTE"": 599, ""MEMORY"": 476, ""DATASET"": 72, ""API_CREDITS"": 290}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.8998330550918197, ""MEMORY"": 1.9012605042016806, ""DATASET"": 1.8888888888888888, ""API_CREDITS"": 1.9}",0,0,609
dirichlet_0.03__high,dirichlet_0.03,0.03,high,2856752744,joint_ces,CES,067d9d3922cf42b1,49b5a44b98f37876,True,optimal,False,0.5,24.0,0.5,24.0,0.25,0.25,0.25,0.25,0.0,0.0,0.16666666666666666,0.16666666666666666,-0.020833333333333332,-0.125,0.8823938761308281,0.8823938761308281,169,0.0863488633502688,24,"{""COMPUTE"": 599, ""MEMORY"": 476, ""DATASET"": 72, ""API_CREDITS"": 290}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.8998330550918197, ""MEMORY"": 1.9012605042016806, ""DATASET"": 1.8888888888888888, ""API_CREDITS"": 1.9}",0,0,616
dirichlet_0.03__high,dirichlet_0.03,0.03,high,2856752744,joint_leontief,LEONTIEF,067d9d3922cf42b1,49b5a44b98f37876,True,optimal,False,0.5,24.0,0.5,24.0,0.25,0.25,0.25,0.25,0.0,0.0,0.16666666666666666,0.16666666666666666,-0.020833333333333332,-0.125,0.8775226165622826,0.8818181818181818,169,0.05861983120474068,24,"{""COMPUTE"": 599, ""MEMORY"": 476, ""DATASET"": 72, ""API_CREDITS"": 290}","{""COMPUTE"": 1138, ""MEMORY"": 905, ""DATASET"": 136, ""API_CREDITS"": 551}","{""COMPUTE"": 1.8998330550918197, ""MEMORY"": 1.9012605042016806, ""DATASET"": 1.8888888888888888, ""API_CREDITS"": 1.9}",0,0,623
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,915562811,equal,none,73f80bd17592b090,615dac9e26a8283c,True,equal,False,0.7083333333333334,34.0,0.7291666666666666,35.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9260237780713342,0.9260237780713342,168,0.0,14,"{""COMPUTE"": 932, ""MEMORY"": 752, ""DATASET"": 129, ""API_CREDITS"": 458}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.3004291845493563, ""MEMORY"": 1.2992021276595744, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.2991266375545851}",0,0,0
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,915562811,drf,none,73f80bd17592b090,615dac9e26a8283c,True,drf,False,0.7291666666666666,35.0,0.7291666666666666,35.0,0.375,0.375,0.375,0.375,0.0,0.0,0.3333333333333333,0.3333333333333333,0.020833333333333332,-0.125,0.9352708058124174,0.968094804010939,70,0.18460715894997803,13,"{""COMPUTE"": 932, ""MEMORY"": 752, ""DATASET"": 129, ""API_CREDITS"": 458}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.3004291845493563, ""MEMORY"": 1.2992021276595744, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.2991266375545851}",0,0,0
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,915562811,decomposed_cobb_douglas,COBB_DOUGLAS,73f80bd17592b090,615dac9e26a8283c,True,decomposed_cobb_douglas,False,0.7083333333333334,34.0,0.7291666666666666,35.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9357111404667547,0.9357111404667547,146,0.042197788143374076,14,"{""COMPUTE"": 932, ""MEMORY"": 752, ""DATASET"": 129, ""API_CREDITS"": 458}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.3004291845493563, ""MEMORY"": 1.2992021276595744, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.2991266375545851}",0,0,0
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,915562811,joint_linear,LINEAR,73f80bd17592b090,615dac9e26a8283c,True,optimal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.7083333333333334,-1.0,0.0,0.0,2271,0.7446034173375988,48,"{""COMPUTE"": 932, ""MEMORY"": 752, ""DATASET"": 129, ""API_CREDITS"": 458}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.3004291845493563, ""MEMORY"": 1.2992021276595744, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.2991266375545851}",0,0,617
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,915562811,joint_cobb_douglas,COBB_DOUGLAS,73f80bd17592b090,615dac9e26a8283c,True,optimal,False,0.7083333333333334,34.0,0.7291666666666666,35.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9357111404667547,0.9357111404667547,146,0.042196764467805535,14,"{""COMPUTE"": 932, ""MEMORY"": 752, ""DATASET"": 129, ""API_CREDITS"": 458}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.3004291845493563, ""MEMORY"": 1.2992021276595744, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.2991266375545851}",0,0,619
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,915562811,joint_ces,CES,73f80bd17592b090,615dac9e26a8283c,True,optimal,False,0.7291666666666666,35.0,0.7291666666666666,35.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.9092910612065169,0.9092910612065169,206,0.08490460010239588,13,"{""COMPUTE"": 932, ""MEMORY"": 752, ""DATASET"": 129, ""API_CREDITS"": 458}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.3004291845493563, ""MEMORY"": 1.2992021276595744, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.2991266375545851}",0,0,624
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,915562811,joint_leontief,LEONTIEF,73f80bd17592b090,615dac9e26a8283c,True,optimal,False,0.7291666666666666,35.0,0.75,36.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.9555261999119331,0.9597523219814241,91,0.04969894732302213,13,"{""COMPUTE"": 932, ""MEMORY"": 752, ""DATASET"": 129, ""API_CREDITS"": 458}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.3004291845493563, ""MEMORY"": 1.2992021276595744, ""DATASET"": 1.302325581395349, ""API_CREDITS"": 1.2991266375545851}",0,0,641
dirichlet_0.03__high,dirichlet_0.03,0.03,high,915562811,equal,none,73f80bd17592b090,684b30976e1be9f9,True,equal,False,0.4791666666666667,23.0,0.5,24.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8518995492594977,0.8518995492594977,230,0.0,25,"{""COMPUTE"": 638, ""MEMORY"": 514, ""DATASET"": 88, ""API_CREDITS"": 313}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.8996865203761755, ""MEMORY"": 1.9007782101167314, ""DATASET"": 1.9090909090909092, ""API_CREDITS"": 1.900958466453674}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,915562811,drf,none,73f80bd17592b090,684b30976e1be9f9,True,drf,False,0.5416666666666666,26.0,0.5625,27.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.9098518995492595,0.9426284189459639,86,0.18589174085681395,22,"{""COMPUTE"": 638, ""MEMORY"": 514, ""DATASET"": 88, ""API_CREDITS"": 313}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.8996865203761755, ""MEMORY"": 1.9007782101167314, ""DATASET"": 1.9090909090909092, ""API_CREDITS"": 1.900958466453674}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,915562811,decomposed_cobb_douglas,COBB_DOUGLAS,73f80bd17592b090,684b30976e1be9f9,True,decomposed_cobb_douglas,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.8956857694784288,0.8956857694784288,162,0.049958198428055205,23,"{""COMPUTE"": 638, ""MEMORY"": 514, ""DATASET"": 88, ""API_CREDITS"": 313}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.8996865203761755, ""MEMORY"": 1.9007782101167314, ""DATASET"": 1.9090909090909092, ""API_CREDITS"": 1.900958466453674}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,915562811,joint_linear,LINEAR,73f80bd17592b090,684b30976e1be9f9,True,optimal,False,0.041666666666666664,2.0,0.041666666666666664,2.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,1.0,1.0,-0.4375,-1.0,0.061815840309079204,0.061815840309079204,1457,0.9537251514395334,46,"{""COMPUTE"": 638, ""MEMORY"": 514, ""DATASET"": 88, ""API_CREDITS"": 313}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.8996865203761755, ""MEMORY"": 1.9007782101167314, ""DATASET"": 1.9090909090909092, ""API_CREDITS"": 1.900958466453674}",0,0,617
dirichlet_0.03__high,dirichlet_0.03,0.03,high,915562811,joint_cobb_douglas,COBB_DOUGLAS,73f80bd17592b090,684b30976e1be9f9,True,optimal,False,0.5208333333333334,25.0,0.5416666666666666,26.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.8956857694784288,0.8956857694784288,162,0.049958198428055205,23,"{""COMPUTE"": 638, ""MEMORY"": 514, ""DATASET"": 88, ""API_CREDITS"": 313}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.8996865203761755, ""MEMORY"": 1.9007782101167314, ""DATASET"": 1.9090909090909092, ""API_CREDITS"": 1.900958466453674}",0,0,626
dirichlet_0.03__high,dirichlet_0.03,0.03,high,915562811,joint_ces,CES,73f80bd17592b090,684b30976e1be9f9,True,optimal,False,0.5,24.0,0.5,24.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.8422408242112042,0.8422408242112042,245,0.09295785287768193,24,"{""COMPUTE"": 638, ""MEMORY"": 514, ""DATASET"": 88, ""API_CREDITS"": 313}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.8996865203761755, ""MEMORY"": 1.9007782101167314, ""DATASET"": 1.9090909090909092, ""API_CREDITS"": 1.900958466453674}",0,0,623
dirichlet_0.03__high,dirichlet_0.03,0.03,high,915562811,joint_leontief,LEONTIEF,73f80bd17592b090,684b30976e1be9f9,True,optimal,False,0.5625,27.0,0.5833333333333334,28.0,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.9401159047005795,0.9437621202327084,87,0.055135506911062115,21,"{""COMPUTE"": 638, ""MEMORY"": 514, ""DATASET"": 88, ""API_CREDITS"": 313}","{""COMPUTE"": 1212, ""MEMORY"": 977, ""DATASET"": 168, ""API_CREDITS"": 595}","{""COMPUTE"": 1.8996865203761755, ""MEMORY"": 1.9007782101167314, ""DATASET"": 1.9090909090909092, ""API_CREDITS"": 1.900958466453674}",0,0,636
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1173273326,equal,none,8a301583b135069f,29e8c767c58362c7,True,equal,False,0.7083333333333334,34.0,0.7083333333333334,34.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8962117280747276,0.8962117280747276,200,0.0,14,"{""COMPUTE"": 745, ""MEMORY"": 643, ""DATASET"": 222, ""API_CREDITS"": 317}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.2993288590604026, ""MEMORY"": 1.3001555209953344, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2996845425867507}",0,0,0
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1173273326,drf,none,8a301583b135069f,29e8c767c58362c7,True,drf,False,0.7916666666666666,38.0,0.7916666666666666,38.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.9631551634665283,0.9794195250659631,39,0.12238218467731067,10,"{""COMPUTE"": 745, ""MEMORY"": 643, ""DATASET"": 222, ""API_CREDITS"": 317}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.2993288590604026, ""MEMORY"": 1.3001555209953344, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2996845425867507}",0,0,0
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1173273326,decomposed_cobb_douglas,COBB_DOUGLAS,8a301583b135069f,29e8c767c58362c7,True,decomposed_cobb_douglas,False,0.7708333333333334,37.0,0.7708333333333334,37.0,0.375,0.375,0.375,0.375,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0625,-0.125,0.9216398546964193,0.9216398546964193,151,0.06701376030934875,11,"{""COMPUTE"": 745, ""MEMORY"": 643, ""DATASET"": 222, ""API_CREDITS"": 317}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.2993288590604026, ""MEMORY"": 1.3001555209953344, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2996845425867507}",0,0,0
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1173273326,joint_linear,LINEAR,8a301583b135069f,29e8c767c58362c7,True,optimal,False,0.14583333333333334,7.0,0.14583333333333334,7.0,0.0,0.03125,0.0,0.03125,0.16666666666666666,0.16666666666666666,1.0,1.0,-0.5625,-0.875,0.2605085625324338,0.2605085625324338,1425,0.3161174799986393,41,"{""COMPUTE"": 745, ""MEMORY"": 643, ""DATASET"": 222, ""API_CREDITS"": 317}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.2993288590604026, ""MEMORY"": 1.3001555209953344, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2996845425867507}",0,0,618
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1173273326,joint_cobb_douglas,COBB_DOUGLAS,8a301583b135069f,29e8c767c58362c7,True,optimal,False,0.7708333333333334,37.0,0.7708333333333334,37.0,0.375,0.375,0.375,0.375,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0625,-0.125,0.9216398546964193,0.9216398546964193,151,0.06701274670680257,11,"{""COMPUTE"": 745, ""MEMORY"": 643, ""DATASET"": 222, ""API_CREDITS"": 317}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.2993288590604026, ""MEMORY"": 1.3001555209953344, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2996845425867507}",0,0,623
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1173273326,joint_ces,CES,8a301583b135069f,29e8c767c58362c7,True,optimal,False,0.6875,33.0,0.6875,33.0,0.375,0.375,0.375,0.375,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.020833333333333332,-0.125,0.8318629994810587,0.8318629994810587,324,0.08970942053917612,15,"{""COMPUTE"": 745, ""MEMORY"": 643, ""DATASET"": 222, ""API_CREDITS"": 317}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.2993288590604026, ""MEMORY"": 1.3001555209953344, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2996845425867507}",0,0,624
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1173273326,joint_leontief,LEONTIEF,8a301583b135069f,29e8c767c58362c7,True,optimal,False,0.7916666666666666,38.0,0.7916666666666666,38.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.9548521017125065,0.9563409563409564,84,0.16081808226673136,10,"{""COMPUTE"": 745, ""MEMORY"": 643, ""DATASET"": 222, ""API_CREDITS"": 317}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.2993288590604026, ""MEMORY"": 1.3001555209953344, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.2996845425867507}",0,0,631
dirichlet_0.03__high,dirichlet_0.03,0.03,high,1173273326,equal,none,8a301583b135069f,16b077f93f56d3c6,True,equal,False,0.3958333333333333,19.0,0.3958333333333333,19.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7511380880121397,0.7511380880121397,328,0.0,29,"{""COMPUTE"": 509, ""MEMORY"": 440, ""DATASET"": 152, ""API_CREDITS"": 217}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.9017681728880158, ""MEMORY"": 1.9, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8986175115207373}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,1173273326,drf,none,8a301583b135069f,16b077f93f56d3c6,True,drf,False,0.5625,27.0,0.5625,27.0,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.9650986342943855,0.9754601226993865,32,0.227830597434538,21,"{""COMPUTE"": 509, ""MEMORY"": 440, ""DATASET"": 152, ""API_CREDITS"": 217}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.9017681728880158, ""MEMORY"": 1.9, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8986175115207373}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,1173273326,decomposed_cobb_douglas,COBB_DOUGLAS,8a301583b135069f,16b077f93f56d3c6,True,decomposed_cobb_douglas,False,0.4583333333333333,22.0,0.4791666666666667,23.0,0.125,0.125,0.125,0.125,0.0,0.0,0.5,0.3333333333333333,0.0625,-0.125,0.7063732928679818,0.7063732928679818,387,0.10519064819007906,26,"{""COMPUTE"": 509, ""MEMORY"": 440, ""DATASET"": 152, ""API_CREDITS"": 217}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.9017681728880158, ""MEMORY"": 1.9, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8986175115207373}",0,0,0
dirichlet_0.03__high,dirichlet_0.03,0.03,high,1173273326,joint_linear,LINEAR,8a301583b135069f,16b077f93f56d3c6,True,optimal,False,0.0625,3.0,0.0625,3.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,-0.3333333333333333,-0.5,0.05918057663125948,0.05918057663125948,1240,0.6671370678747109,45,"{""COMPUTE"": 509, ""MEMORY"": 440, ""DATASET"": 152, ""API_CREDITS"": 217}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.9017681728880158, ""MEMORY"": 1.9, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8986175115207373}",0,0,628
dirichlet_0.03__high,dirichlet_0.03,0.03,high,1173273326,joint_cobb_douglas,COBB_DOUGLAS,8a301583b135069f,16b077f93f56d3c6,True,optimal,False,0.4583333333333333,22.0,0.4791666666666667,23.0,0.125,0.125,0.125,0.125,0.0,0.0,0.5,0.3333333333333333,0.0625,-0.125,0.7063732928679818,0.7063732928679818,387,0.10519064819007906,26,"{""COMPUTE"": 509, ""MEMORY"": 440, ""DATASET"": 152, ""API_CREDITS"": 217}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.9017681728880158, ""MEMORY"": 1.9, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8986175115207373}",0,0,607
dirichlet_0.03__high,dirichlet_0.03,0.03,high,1173273326,joint_ces,CES,8a301583b135069f,16b077f93f56d3c6,True,optimal,False,0.2916666666666667,14.0,0.2916666666666667,14.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,-0.10416666666666667,-0.25,0.3930197268588771,0.3930197268588771,800,0.18238603061502592,34,"{""COMPUTE"": 509, ""MEMORY"": 440, ""DATASET"": 152, ""API_CREDITS"": 217}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.9017681728880158, ""MEMORY"": 1.9, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8986175115207373}",0,0,618
dirichlet_0.03__high,dirichlet_0.03,0.03,high,1173273326,joint_leontief,LEONTIEF,8a301583b135069f,16b077f93f56d3c6,True,optimal,False,0.5208333333333334,25.0,0.5208333333333334,25.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.9036418816388467,0.9050151975683891,125,0.24110749475321414,23,"{""COMPUTE"": 509, ""MEMORY"": 440, ""DATASET"": 152, ""API_CREDITS"": 217}","{""COMPUTE"": 968, ""MEMORY"": 836, ""DATASET"": 288, ""API_CREDITS"": 412}","{""COMPUTE"": 1.9017681728880158, ""MEMORY"": 1.9, ""DATASET"": 1.894736842105263, ""API_CREDITS"": 1.8986175115207373}",0,0,629
dirichlet_0.03__moderate,dirichlet_0.03,0.03,moderate,1200156710,equal,none,43706fdc6b68fce0,e70da3bf8753d570,True,equal,False,0.7083333333333334,34.0,0.7083333333333334,34.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.912289156626506,0.912289156626506,182,0.0,14,"{""COMPUTE"": 792, ""MEMORY"": 689, ""DATASET"": 222, ""API_CREDITS"": 372}","{""COMPUTE"": 1030, ""MEMORY"": 896, ""DATASET"": 288, ""API_CREDITS"": 484}","{""COMPUTE"": 1.3005050505050506, ""MEMORY"": 1.3004354136429608, ""DATASET"": 1.2972972972972974, ""API_CREDITS"": 1.3010752688172043}",0,0,0
